# Menlo Systems GmbH ScanControl
# Program Version 1.14.3
# Start: -733.80000000 ps, Average over 3000 waveforms. Timestamp: 2025-11-05T15:52:25
# Window type: Tukey, parameters: alpha = 0.1
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-707.33945578	-0.02840924
-707.30646259	-0.03145534
-707.27346939	-0.03387328
-707.24047619	-0.03545866
-707.20748299	-0.03635637
-707.17448980	-0.03649435
-707.14149660	-0.03575516
-707.10850340	-0.03434707
-707.07551020	-0.03219242
-707.04251701	-0.02947172
-707.00952381	-0.02618893
-706.97653061	-0.02269738
-706.94353741	-0.01892483
-706.91054422	-0.01537230
-706.87755102	-0.01190308
-706.84455782	-0.00882178
-706.81156463	-0.00623207
-706.77857143	-0.00399655
-706.74557823	-0.00229147
-706.71258503	-0.00095332
-706.67959184	0.00014075
-706.64659864	0.00103444
-706.61360544	0.00203239
-706.58061224	0.00325181
-706.54761905	0.00491217
-706.51462585	0.00700302
-706.48163265	0.00986576
-706.44863946	0.01344320
-706.41564626	0.01768491
-706.38265306	0.02253279
-706.34965986	0.02771945
-706.31666667	0.03308412
-706.28367347	0.03836585
-706.25068027	0.04328397
-706.21768707	0.04750969
-706.18469388	0.05071805
-706.15170068	0.05292338
-706.11870748	0.05384296
-706.08571429	0.05348569
-706.05272109	0.05173779
-706.01972789	0.04894271
-705.98673469	0.04494027
-705.95374150	0.03997481
-705.92074830	0.03414762
-705.88775510	0.02743386
-705.85476190	0.02005719
-705.82176871	0.01202935
-705.78877551	0.00351848
-705.75578231	-0.00535786
-705.72278912	-0.01432654
-705.68979592	-0.02331594
-705.65680272	-0.03179552
-705.62380952	-0.03967641
-705.59081633	-0.04663612
-705.55782313	-0.05239439
-705.52482993	-0.05673553
-705.49183673	-0.05955524
-705.45884354	-0.06076870
-705.42585034	-0.06028869
-705.39285714	-0.05816595
-705.35986395	-0.05455276
-705.32687075	-0.04964307
-705.29387755	-0.04345482
-705.26088435	-0.03649419
-705.22789116	-0.02894795
-705.19489796	-0.02101721
-705.16190476	-0.01335417
-705.12891156	-0.00599079
-705.09591837	0.00070983
-705.06292517	0.00639356
-705.02993197	0.01099842
-704.99693878	0.01449248
-704.96394558	0.01693652
-704.93095238	0.01832365
-704.89795918	0.01888058
-704.86496599	0.01882650
-704.83197279	0.01842372
-704.79897959	0.01775034
-704.76598639	0.01723913
-704.73299320	0.01706434
-704.70000000	0.01732112
-704.66700680	0.01812325
-704.63401361	0.01960088
-704.60102041	0.02157867
-704.56802721	0.02406341
-704.53503401	0.02672676
-704.50204082	0.02926193
-704.46904762	0.03159228
-704.43605442	0.03344456
-704.40306122	0.03436100
-704.37006803	0.03453909
-704.33707483	0.03362416
-704.30408163	0.03155815
-704.27108844	0.02840447
-704.23809524	0.02403381
-704.20510204	0.01863090
-704.17210884	0.01220927
-704.13911565	0.00500524
-704.10612245	-0.00292272
-704.07312925	-0.01112034
-704.04013605	-0.01940773
-704.00714286	-0.02737665
-703.97414966	-0.03460337
-703.94115646	-0.04083715
-703.90816327	-0.04580413
-703.87517007	-0.04898782
-703.84217687	-0.05051674
-703.80918367	-0.05009525
-703.77619048	-0.04787008
-703.74319728	-0.04400746
-703.71020408	-0.03870447
-703.67721088	-0.03229948
-703.64421769	-0.02517219
-703.61122449	-0.01745639
-703.57823129	-0.00986319
-703.54523810	-0.00247816
-703.51224490	0.00435365
-703.47925170	0.01037002
-703.44625850	0.01539520
-703.41326531	0.01951534
-703.38027211	0.02249211
-703.34727891	0.02446992
-703.31428571	0.02550095
-703.28129252	0.02563505
-703.24829932	0.02504174
-703.21530612	0.02377075
-703.18231293	0.02205805
-703.14931973	0.01978231
-703.11632653	0.01725545
-703.08333333	0.01456926
-703.05034014	0.01175203
-703.01734694	0.00904407
-702.98435374	0.00639938
-702.95136054	0.00415745
-702.91836735	0.00233824
-702.88537415	0.00087407
-702.85238095	-0.00003372
-702.81938776	-0.00031693
-702.78639456	-0.00000816
-702.75340136	0.00088216
-702.72040816	0.00225143
-702.68741497	0.00413737
-702.65442177	0.00617355
-702.62142857	0.00833908
-702.58843537	0.01045419
-702.55544218	0.01237739
-702.52244898	0.01385355
-702.48945578	0.01484730
-702.45646259	0.01524412
-702.42346939	0.01494488
-702.39047619	0.01394938
-702.35748299	0.01234322
-702.32448980	0.01000031
-702.29149660	0.00716633
-702.25850340	0.00388084
-702.22551020	0.00020928
-702.19251701	-0.00357128
-702.15952381	-0.00745067
-702.12653061	-0.01111832
-702.09353741	-0.01467727
-702.06054422	-0.01785538
-702.02755102	-0.02054733
-701.99455782	-0.02274384
-701.96156463	-0.02450668
-701.92857143	-0.02566910
-701.89557823	-0.02613238
-701.86258503	-0.02623326
